id_tiket,tanggal_lapor,hari_lapor,jam_lapor,unit_pelapor,kategori_masalah,prioritas,kanal_laporan,waktu_respons_menit,waktu_selesai_jam,jumlah_teknisi,eskalasi,status_sla,kepuasan_1_5
TIK00693,2026-01-17,Sabtu,15:40,Program Studi,Internet/WiFi,Tinggi,Form Online,62,11.3,3,Ya,Lewat SLA,4
TIK00694,2026-01-17,Sabtu,16:00,Program Studi,Internet/WiFi,Tinggi,WhatsApp,24,9.4,1,Ya,Lewat SLA,4
TIK00695,2026-01-18,Minggu,07:10,Laboratorium,Komputer/Laptop,Rendah,Email,108,7.8,1,Tidak,Sesuai SLA,4
TIK00696,2026-01-18,Minggu,07:35,Umum,Internet/WiFi,Rendah,Form Online,62,8.3,1,Tidak,Sesuai SLA,4
TIK00697,2026-01-18,Minggu,07:50,Laboratorium,Internet/WiFi,Rendah,Email,77,8.7,1,Tidak,Sesuai SLA,4
TIK00698,2026-01-18,Minggu,07:50,Umum,Internet/WiFi,Sedang,Form Online,61,9.2,1,Tidak,Sesuai SLA,4
TIK00699,2026-01-18,Minggu,08:10,Laboratorium,Printer,Tinggi,Form Online,51,4.8,3,Tidak,Sesuai SLA,5
TIK00700,2026-01-18,Minggu,08:15,Program Studi,Internet/WiFi,Rendah,WhatsApp,41,6.1,2,Tidak,Sesuai SLA,5
TIK00701,2026-01-18,Minggu,08:20,Akademik,Printer,Rendah,Email,81,4.5,1,Tidak,Sesuai SLA,5
TIK00702,2026-01-18,Minggu,08:35,Perpustakaan,Akun/Login,Sedang,Email,91,6.2,2,Ya,Sesuai SLA,3
TIK00703,2026-01-18,Minggu,08:35,Akademik,Internet/WiFi,Sedang,Form Online,68,9.9,1,Ya,Sesuai SLA,4
TIK00704,2026-01-18,Minggu,08:45,Keuangan,Printer,Rendah,WhatsApp,58,4.4,1,Tidak,Sesuai SLA,5
TIK00705,2026-01-18,Minggu,09:10,Akademik,Komputer/Laptop,Rendah,WhatsApp,64,9.2,1,Tidak,Sesuai SLA,5
TIK00706,2026-01-18,Minggu,09:15,Umum,Printer,Rendah,Datang Langsung,58,3.8,1,Tidak,Sesuai SLA,4
TIK00707,2026-01-18,Minggu,09:15,Umum,Komputer/Laptop,Rendah,WhatsApp,38,7.9,1,Tidak,Sesuai SLA,4
TIK00708,2026-01-18,Minggu,09:30,Kemahasiswaan,Proyektor,Rendah,WhatsApp,45,3.9,1,Tidak,Sesuai SLA,3
TIK00709,2026-01-18,Minggu,09:30,Perpustakaan,Internet/WiFi,Sedang,Form Online,47,7.5,1,Tidak,Sesuai SLA,4
TIK00710,2026-01-18,Minggu,09:40,Akademik,Internet/WiFi,Sedang,WhatsApp,67,9.5,1,Tidak,Sesuai SLA,4
TIK00711,2026-01-18,Minggu,09:45,Laboratorium,Akun/Login,Rendah,Form Online,53,5.3,1,Tidak,Sesuai SLA,3
TIK00712,2026-01-18,Minggu,09:45,Akademik,Internet/WiFi,Rendah,Datang Langsung,66,9.2,2,Ya,Sesuai SLA,4
TIK00713,2026-01-18,Minggu,09:45,Umum,Akun/Login,Rendah,Email,102,3.2,1,Tidak,Sesuai SLA,4
TIK00714,2026-01-18,Minggu,10:10,Akademik,Sistem Akademik,Sedang,Datang Langsung,27,12.1,2,Tidak,Lewat SLA,3
TIK00715,2026-01-18,Minggu,10:10,Umum,Sistem Akademik,Rendah,Form Online,50,6.9,1,Tidak,Sesuai SLA,5
TIK00716,2026-01-18,Minggu,10:25,Akademik,Printer,Rendah,WhatsApp,52,3.0,1,Tidak,Sesuai SLA,5
TIK00717,2026-01-18,Minggu,10:30,Perpustakaan,Komputer/Laptop,Rendah,Form Online,70,6.2,1,Tidak,Sesuai SLA,4
TIK00718,2026-01-18,Minggu,10:40,Program Studi,Sistem Akademik,Sedang,WhatsApp,35,8.3,1,Tidak,Sesuai SLA,4
TIK00719,2026-01-18,Minggu,10:45,Program Studi,Sistem Akademik,Sedang,WhatsApp,25,8.8,1,Tidak,Sesuai SLA,4
TIK00720,2026-01-18,Minggu,10:45,Program Studi,Internet/WiFi,Sedang,WhatsApp,51,11.8,1,Tidak,Lewat SLA,4
TIK00721,2026-01-18,Minggu,11:10,Akademik,Internet/WiFi,Tinggi,WhatsApp,16,8.8,1,Tidak,Lewat SLA,3
TIK00722,2026-01-18,Minggu,11:15,Umum,Internet/WiFi,Rendah,Datang Langsung,33,7.1,1,Tidak,Sesuai SLA,5
TIK00723,2026-01-18,Minggu,11:30,Akademik,Akun/Login,Rendah,Form Online,59,1.2,1,Tidak,Sesuai SLA,5
TIK00724,2026-01-18,Minggu,11:30,Akademik,Sistem Akademik,Sedang,Email,80,11.2,2,Ya,Lewat SLA,4
TIK00725,2026-01-18,Minggu,11:35,Akademik,Sistem Akademik,Tinggi,Form Online,51,9.2,2,Tidak,Lewat SLA,3
TIK00726,2026-01-18,Minggu,11:40,Kemahasiswaan,Akun/Login,Sedang,Datang Langsung,24,3.8,2,Tidak,Sesuai SLA,5
TIK00727,2026-01-18,Minggu,11:40,Laboratorium,Sistem Akademik,Sedang,Form Online,56,7.3,1,Tidak,Sesuai SLA,4
TIK00728,2026-01-18,Minggu,11:45,Kemahasiswaan,Printer,Rendah,Form Online,77,4.4,1,Tidak,Sesuai SLA,4
TIK00729,2026-01-18,Minggu,12:00,Akademik,Internet/WiFi,Sedang,WhatsApp,29,8.0,1,Tidak,Sesuai SLA,5
TIK00730,2026-01-18,Minggu,12:05,Laboratorium,Internet/WiFi,Sedang,Form Online,40,7.3,1,Tidak,Sesuai SLA,3
TIK00731,2026-01-18,Minggu,12:05,Laboratorium,Internet/WiFi,Sedang,WhatsApp,89,10.2,1,Ya,Lewat SLA,3
TIK00732,2026-01-18,Minggu,12:25,Akademik,Akun/Login,Sedang,Datang Langsung,46,6.8,1,Tidak,Sesuai SLA,5
TIK00733,2026-01-18,Minggu,12:50,Akademik,Proyektor,Sedang,WhatsApp,29,5.9,1,Tidak,Sesuai SLA,4
TIK00734,2026-01-18,Minggu,12:55,Kemahasiswaan,Komputer/Laptop,Rendah,WhatsApp,44,5.3,1,Tidak,Sesuai SLA,5
TIK00735,2026-01-18,Minggu,13:10,Laboratorium,Internet/WiFi,Rendah,WhatsApp,37,9.4,1,Ya,Sesuai SLA,4
TIK00736,2026-01-18,Minggu,13:15,Akademik,Proyektor,Sedang,WhatsApp,31,5.9,1,Tidak,Sesuai SLA,5
TIK00737,2026-01-18,Minggu,13:15,Keuangan,Sistem Akademik,Rendah,Email,70,10.3,1,Ya,Sesuai SLA,3
TIK00738,2026-01-18,Minggu,13:40,Keuangan,Printer,Sedang,Form Online,47,3.1,1,Tidak,Sesuai SLA,5
TIK00739,2026-01-18,Minggu,13:50,Akademik,Komputer/Laptop,Rendah,Datang Langsung,43,5.5,1,Tidak,Sesuai SLA,5
TIK00740,2026-01-18,Minggu,14:25,Laboratorium,Sistem Akademik,Rendah,WhatsApp,91,8.7,1,Tidak,Sesuai SLA,5
TIK00741,2026-01-18,Minggu,15:40,Perpustakaan,Komputer/Laptop,Tinggi,Datang Langsung,31,8.6,2,Tidak,Lewat SLA,3
TIK00742,2026-01-18,Minggu,16:10,Kemahasiswaan,Printer,Rendah,Form Online,56,7.7,2,Tidak,Sesuai SLA,4
TIK00743,2026-01-18,Minggu,16:15,Kemahasiswaan,Sistem Akademik,Rendah,Datang Langsung,47,13.2,2,Ya,Sesuai SLA,3
TIK00744,2026-01-18,Minggu,16:40,Keuangan,Internet/WiFi,Rendah,Form Online,50,6.0,2,Tidak,Sesuai SLA,4
TIK00745,2026-01-19,Senin,07:00,Akademik,Printer,Rendah,WhatsApp,69,4.6,1,Tidak,Sesuai SLA,4
TIK00746,2026-01-19,Senin,07:05,Keuangan,Sistem Akademik,Rendah,Datang Langsung,37,7.1,1,Tidak,Sesuai SLA,5
TIK00747,2026-01-19,Senin,07:15,Keuangan,Sistem Akademik,Rendah,WhatsApp,50,8.6,1,Tidak,Sesuai SLA,4
TIK00748,2026-01-19,Senin,07:15,Akademik,Komputer/Laptop,Rendah,WhatsApp,72,6.6,2,Tidak,Sesuai SLA,3
TIK00749,2026-01-19,Senin,07:50,Akademik,Internet/WiFi,Sedang,WhatsApp,26,8.0,1,Ya,Sesuai SLA,3
TIK00750,2026-01-19,Senin,07:55,Laboratorium,Internet/WiFi,Rendah,Form Online,53,8.8,1,Tidak,Sesuai SLA,4
TIK00751,2026-01-19,Senin,08:00,Program Studi,Sistem Akademik,Sedang,Form Online,37,7.6,2,Tidak,Sesuai SLA,3
TIK00752,2026-01-19,Senin,08:05,Perpustakaan,Komputer/Laptop,Sedang,WhatsApp,35,5.5,2,Tidak,Sesuai SLA,5
TIK00753,2026-01-19,Senin,08:30,Laboratorium,Sistem Akademik,Rendah,Form Online,68,13.9,2,Ya,Sesuai SLA,4
TIK00754,2026-01-19,Senin,08:50,Keuangan,Akun/Login,Rendah,Email,80,2.6,1,Tidak,Sesuai SLA,4
TIK00755,2026-01-19,Senin,09:10,Program Studi,Internet/WiFi,Rendah,WhatsApp,36,6.7,1,Tidak,Sesuai SLA,5
TIK00756,2026-01-19,Senin,09:15,Program Studi,Akun/Login,Rendah,Form Online,56,2.4,2,Tidak,Sesuai SLA,5
TIK00757,2026-01-19,Senin,09:20,Akademik,Printer,Sedang,Datang Langsung,20,5.8,1,Tidak,Sesuai SLA,5
TIK00758,2026-01-19,Senin,09:40,Laboratorium,Internet/WiFi,Sedang,Email,66,9.0,1,Tidak,Sesuai SLA,5
TIK00759,2026-01-19,Senin,09:45,Akademik,Sistem Akademik,Rendah,Email,96,9.4,1,Tidak,Sesuai SLA,4
TIK00760,2026-01-19,Senin,09:45,Kemahasiswaan,Akun/Login,Rendah,Form Online,107,2.6,2,Tidak,Sesuai SLA,4
TIK00761,2026-01-19,Senin,10:15,Laboratorium,Printer,Sedang,Email,62,6.0,2,Tidak,Sesuai SLA,4
TIK00762,2026-01-19,Senin,10:25,Keuangan,Internet/WiFi,Rendah,WhatsApp,37,6.7,1,Tidak,Sesuai SLA,5
TIK00763,2026-01-19,Senin,10:45,Laboratorium,Internet/WiFi,Sedang,Datang Langsung,19,7.2,1,Tidak,Sesuai SLA,5
TIK00764,2026-01-19,Senin,10:55,Kemahasiswaan,Printer,Rendah,Email,94,5.4,2,Tidak,Sesuai SLA,4
TIK00765,2026-01-19,Senin,10:55,Laboratorium,Akun/Login,Sedang,Email,67,5.3,2,Tidak,Sesuai SLA,5
TIK00766,2026-01-19,Senin,11:00,Umum,Proyektor,Rendah,Email,90,5.8,1,Tidak,Sesuai SLA,3
TIK00767,2026-01-19,Senin,11:00,Umum,Internet/WiFi,Sedang,WhatsApp,36,8.1,1,Tidak,Sesuai SLA,5
TIK00768,2026-01-19,Senin,11:00,Akademik,Akun/Login,Sedang,Form Online,52,3.6,1,Tidak,Sesuai SLA,4
TIK00769,2026-01-19,Senin,11:35,Program Studi,Sistem Akademik,Sedang,WhatsApp,48,8.6,1,Tidak,Sesuai SLA,4
TIK00770,2026-01-19,Senin,11:40,Perpustakaan,Komputer/Laptop,Sedang,Form Online,48,6.7,1,Tidak,Sesuai SLA,4
TIK00771,2026-01-19,Senin,11:50,Laboratorium,Komputer/Laptop,Rendah,WhatsApp,95,5.0,1,Tidak,Sesuai SLA,4
TIK00772,2026-01-19,Senin,12:00,Akademik,Sistem Akademik,Rendah,WhatsApp,32,9.9,1,Ya,Sesuai SLA,5
TIK00773,2026-01-19,Senin,12:10,Akademik,Sistem Akademik,Rendah,WhatsApp,50,6.4,2,Tidak,Sesuai SLA,4
TIK00774,2026-01-19,Senin,12:15,Laboratorium,Akun/Login,Sedang,Form Online,38,2.7,1,Tidak,Sesuai SLA,4
TIK00775,2026-01-19,Senin,12:35,Laboratorium,Printer,Sedang,WhatsApp,55,5.1,2,Tidak,Sesuai SLA,4
TIK00776,2026-01-19,Senin,12:40,Akademik,Sistem Akademik,Tinggi,Form Online,41,9.2,1,Tidak,Lewat SLA,3
TIK00777,2026-01-19,Senin,12:50,Perpustakaan,Sistem Akademik,Sedang,Datang Langsung,29,10.2,1,Ya,Lewat SLA,3
TIK00778,2026-01-19,Senin,13:35,Akademik,Komputer/Laptop,Sedang,Email,85,8.4,1,Tidak,Sesuai SLA,4
TIK00779,2026-01-19,Senin,13:55,Program Studi,Internet/WiFi,Rendah,WhatsApp,49,5.8,1,Tidak,Sesuai SLA,4
TIK00780,2026-01-19,Senin,14:10,Akademik,Internet/WiFi,Rendah,WhatsApp,50,11.1,1,Tidak,Sesuai SLA,4
TIK00781,2026-01-19,Senin,14:20,Kemahasiswaan,Komputer/Laptop,Rendah,WhatsApp,32,5.4,1,Tidak,Sesuai SLA,5
TIK00782,2026-01-19,Senin,15:05,Program Studi,Printer,Sedang,Form Online,66,3.2,1,Tidak,Sesuai SLA,4
TIK00783,2026-01-19,Senin,15:25,Kemahasiswaan,Internet/WiFi,Rendah,Form Online,77,7.3,2,Tidak,Sesuai SLA,4
TIK00784,2026-01-20,Selasa,07:00,Keuangan,Akun/Login,Rendah,Datang Langsung,49,2.3,1,Tidak,Sesuai SLA,5
TIK00785,2026-01-20,Selasa,07:05,Akademik,Proyektor,Sedang,Email,65,9.3,2,Tidak,Sesuai SLA,4
TIK00786,2026-01-20,Selasa,07:05,Perpustakaan,Proyektor,Sedang,Datang Langsung,36,3.6,1,Tidak,Sesuai SLA,5
TIK00787,2026-01-20,Selasa,07:10,Keuangan,Printer,Rendah,WhatsApp,41,3.4,1,Tidak,Sesuai SLA,4
TIK00788,2026-01-20,Selasa,07:20,Akademik,Komputer/Laptop,Rendah,Datang Langsung,40,5.5,1,Tidak,Sesuai SLA,4
TIK00789,2026-01-20,Selasa,07:50,Akademik,Sistem Akademik,Tinggi,Email,78,12.1,1,Tidak,Lewat SLA,2
TIK00790,2026-01-20,Selasa,07:55,Perpustakaan,Komputer/Laptop,Sedang,WhatsApp,33,6.4,1,Tidak,Sesuai SLA,4
TIK00791,2026-01-20,Selasa,08:05,Program Studi,Sistem Akademik,Sedang,WhatsApp,22,7.6,2,Tidak,Sesuai SLA,3
TIK00792,2026-01-20,Selasa,08:25,Umum,Internet/WiFi,Rendah,Datang Langsung,52,6.8,1,Tidak,Sesuai SLA,3
TIK00793,2026-01-20,Selasa,08:45,Program Studi,Akun/Login,Rendah,Email,86,5.2,1,Tidak,Sesuai SLA,4
TIK00794,2026-01-20,Selasa,09:00,Keuangan,Komputer/Laptop,Sedang,Form Online,42,7.0,1,Tidak,Sesuai SLA,4
TIK00795,2026-01-20,Selasa,09:00,Laboratorium,Printer,Rendah,WhatsApp,43,6.2,1,Tidak,Sesuai SLA,4
TIK00796,2026-01-20,Selasa,09:05,Kemahasiswaan,Internet/WiFi,Sedang,Form Online,43,8.6,2,Tidak,Sesuai SLA,4
TIK00797,2026-01-20,Selasa,09:20,Laboratorium,Sistem Akademik,Rendah,WhatsApp,32,9.4,1,Tidak,Sesuai SLA,3
TIK00798,2026-01-20,Selasa,09:30,Program Studi,Proyektor,Sedang,Datang Langsung,16,2.7,1,Tidak,Sesuai SLA,5
TIK00799,2026-01-20,Selasa,09:40,Kemahasiswaan,Internet/WiFi,Sedang,Form Online,61,7.9,1,Ya,Sesuai SLA,4
TIK00800,2026-01-20,Selasa,09:45,Laboratorium,Proyektor,Sedang,Form Online,47,2.9,2,Tidak,Sesuai SLA,4
TIK00801,2026-01-20,Selasa,09:45,Program Studi,Internet/WiFi,Rendah,Email,78,16.2,1,Ya,Lewat SLA,3
TIK00802,2026-01-20,Selasa,09:50,Keuangan,Proyektor,Rendah,WhatsApp,49,3.7,2,Tidak,Sesuai SLA,4
TIK00803,2026-01-20,Selasa,10:05,Laboratorium,Sistem Akademik,Rendah,Email,73,11.0,1,Tidak,Sesuai SLA,4
TIK00804,2026-01-20,Selasa,10:05,Keuangan,Komputer/Laptop,Rendah,Form Online,59,7.2,1,Tidak,Sesuai SLA,4
TIK00805,2026-01-20,Selasa,10:05,Akademik,Printer,Tinggi,Form Online,28,4.7,3,Tidak,Sesuai SLA,3
TIK00806,2026-01-20,Selasa,10:20,Kemahasiswaan,Komputer/Laptop,Sedang,WhatsApp,65,5.0,1,Tidak,Sesuai SLA,4
TIK00807,2026-01-20,Selasa,10:25,Laboratorium,Printer,Tinggi,Form Online,34,6.2,2,Tidak,Lewat SLA,4
TIK00808,2026-01-20,Selasa,10:25,Akademik,Akun/Login,Rendah,WhatsApp,39,6.0,1,Tidak,Sesuai SLA,4
TIK00809,2026-01-20,Selasa,10:25,Umum,Printer,Rendah,Form Online,101,2.8,1,Tidak,Sesuai SLA,3
TIK00810,2026-01-20,Selasa,10:30,Keuangan,Akun/Login,Sedang,Form Online,41,8.1,1,Ya,Sesuai SLA,4
TIK00811,2026-01-20,Selasa,10:35,Akademik,Printer,Rendah,WhatsApp,45,7.1,1,Tidak,Sesuai SLA,3
TIK00812,2026-01-20,Selasa,10:40,Akademik,Internet/WiFi,Sedang,WhatsApp,36,6.6,1,Tidak,Sesuai SLA,4
TIK00813,2026-01-20,Selasa,11:05,Akademik,Printer,Rendah,WhatsApp,60,6.1,1,Tidak,Sesuai SLA,4
TIK00814,2026-01-20,Selasa,11:25,Program Studi,Komputer/Laptop,Rendah,WhatsApp,50,6.0,2,Tidak,Sesuai SLA,5
TIK00815,2026-01-20,Selasa,11:25,Program Studi,Komputer/Laptop,Rendah,WhatsApp,66,4.6,1,Tidak,Sesuai SLA,5
TIK00816,2026-01-20,Selasa,11:50,Akademik,Printer,Rendah,WhatsApp,34,6.1,1,Tidak,Sesuai SLA,5
TIK00817,2026-01-20,Selasa,11:50,Keuangan,Komputer/Laptop,Rendah,Form Online,52,5.3,1,Tidak,Sesuai SLA,5
TIK00818,2026-01-20,Selasa,11:55,Laboratorium,Sistem Akademik,Rendah,Datang Langsung,43,6.5,1,Tidak,Sesuai SLA,3
TIK00819,2026-01-20,Selasa,12:10,Akademik,Akun/Login,Sedang,WhatsApp,26,3.2,1,Tidak,Sesuai SLA,5
TIK00820,2026-01-20,Selasa,12:35,Umum,Internet/WiFi,Sedang,WhatsApp,56,7.2,1,Tidak,Sesuai SLA,3
TIK00821,2026-01-20,Selasa,12:40,Akademik,Akun/Login,Rendah,WhatsApp,38,3.0,1,Tidak,Sesuai SLA,4
TIK00822,2026-01-20,Selasa,12:45,Perpustakaan,Komputer/Laptop,Tinggi,Datang Langsung,19,7.6,2,Ya,Lewat SLA,3
TIK00823,2026-01-20,Selasa,12:50,Kemahasiswaan,Internet/WiFi,Sedang,WhatsApp,52,11.7,1,Ya,Lewat SLA,3
TIK00824,2026-01-20,Selasa,13:00,Akademik,Printer,Rendah,Email,97,4.9,1,Tidak,Sesuai SLA,5
TIK00825,2026-01-20,Selasa,13:05,Kemahasiswaan,Sistem Akademik,Sedang,WhatsApp,35,11.2,1,Ya,Lewat SLA,4
TIK00826,2026-01-20,Selasa,13:35,Akademik,Proyektor,Rendah,Form Online,84,2.7,1,Tidak,Sesuai SLA,4
TIK00827,2026-01-20,Selasa,13:45,Akademik,Sistem Akademik,Tinggi,Datang Langsung,7,14.9,2,Ya,Lewat SLA,2
TIK00828,2026-01-20,Selasa,13:50,Laboratorium,Internet/WiFi,Sedang,WhatsApp,27,10.0,1,Tidak,Sesuai SLA,4
TIK00829,2026-01-20,Selasa,14:05,Keuangan,Internet/WiFi,Sedang,Email,71,8.6,1,Tidak,Sesuai SLA,4
TIK00830,2026-01-20,Selasa,14:10,Kemahasiswaan,Printer,Rendah,Form Online,54,3.8,1,Tidak,Sesuai SLA,4
TIK00831,2026-01-20,Selasa,16:40,Kemahasiswaan,Sistem Akademik,Rendah,Email,83,11.6,1,Ya,Sesuai SLA,4
TIK00832,2026-01-20,Selasa,16:45,Kemahasiswaan,Akun/Login,Tinggi,Form Online,69,3.0,2,Tidak,Sesuai SLA,5
TIK00833,2026-01-21,Rabu,07:05,Kemahasiswaan,Internet/WiFi,Rendah,WhatsApp,59,5.6,1,Tidak,Sesuai SLA,5
TIK00834,2026-01-21,Rabu,07:20,Kemahasiswaan,Proyektor,Sedang,Datang Langsung,31,5.3,1,Ya,Sesuai SLA,5
TIK00835,2026-01-21,Rabu,07:45,Program Studi,Akun/Login,Rendah,Email,83,6.2,2,Tidak,Sesuai SLA,5
TIK00836,2026-01-21,Rabu,08:10,Umum,Akun/Login,Tinggi,Email,57,7.6,1,Ya,Lewat SLA,3
TIK00837,2026-01-21,Rabu,08:30,Program Studi,Internet/WiFi,Sedang,Form Online,46,7.5,1,Tidak,Sesuai SLA,4
TIK00838,2026-01-21,Rabu,09:15,Keuangan,Komputer/Laptop,Rendah,Form Online,71,6.3,1,Ya,Sesuai SLA,4
TIK00839,2026-01-21,Rabu,09:45,Akademik,Komputer/Laptop,Rendah,Form Online,60,10.4,1,Ya,Sesuai SLA,4
TIK00840,2026-01-21,Rabu,09:45,Keuangan,Printer,Tinggi,WhatsApp,35,6.1,1,Tidak,Lewat SLA,2
TIK00841,2026-01-21,Rabu,09:45,Keuangan,Akun/Login,Rendah,Email,70,2.8,1,Tidak,Sesuai SLA,5
TIK00842,2026-01-21,Rabu,10:10,Keuangan,Sistem Akademik,Sedang,WhatsApp,76,11.4,1,Tidak,Lewat SLA,3
TIK00843,2026-01-21,Rabu,10:15,Laboratorium,Komputer/Laptop,Rendah,WhatsApp,45,9.0,1,Tidak,Sesuai SLA,4
TIK00844,2026-01-21,Rabu,10:15,Laboratorium,Akun/Login,Tinggi,Form Online,44,2.9,2,Tidak,Sesuai SLA,4
TIK00845,2026-01-21,Rabu,10:30,Laboratorium,Internet/WiFi,Rendah,Email,86,7.6,1,Tidak,Sesuai SLA,4
TIK00846,2026-01-21,Rabu,10:35,Program Studi,Printer,Rendah,WhatsApp,68,6.0,2,Tidak,Sesuai SLA,4
TIK00847,2026-01-21,Rabu,10:40,Kemahasiswaan,Printer,Rendah,Form Online,50,4.3,1,Tidak,Sesuai SLA,5
TIK00848,2026-01-21,Rabu,10:40,Laboratorium,Akun/Login,Sedang,Form Online,44,2.7,2,Tidak,Sesuai SLA,5
TIK00849,2026-01-21,Rabu,10:45,Perpustakaan,Komputer/Laptop,Rendah,WhatsApp,33,6.2,1,Tidak,Sesuai SLA,4
TIK00850,2026-01-21,Rabu,10:50,Program Studi,Internet/WiFi,Rendah,Form Online,78,6.1,1,Tidak,Sesuai SLA,4
TIK00851,2026-01-21,Rabu,10:55,Akademik,Internet/WiFi,Tinggi,WhatsApp,14,9.0,2,Tidak,Lewat SLA,3
TIK00852,2026-01-21,Rabu,11:00,Keuangan,Komputer/Laptop,Rendah,Form Online,50,7.7,1,Tidak,Sesuai SLA,3
TIK00853,2026-01-21,Rabu,11:00,Kemahasiswaan,Proyektor,Sedang,WhatsApp,43,4.8,2,Tidak,Sesuai SLA,5
TIK00854,2026-01-21,Rabu,11:10,Kemahasiswaan,Internet/WiFi,Sedang,WhatsApp,42,10.5,1,Ya,Lewat SLA,3
TIK00855,2026-01-21,Rabu,11:15,Laboratorium,Internet/WiFi,Tinggi,WhatsApp,37,10.4,1,Tidak,Lewat SLA,3
TIK00856,2026-01-21,Rabu,11:15,Akademik,Proyektor,Rendah,WhatsApp,47,3.9,1,Tidak,Sesuai SLA,5
TIK00857,2026-01-21,Rabu,11:30,Program Studi,Komputer/Laptop,Sedang,Email,71,8.1,1,Tidak,Sesuai SLA,4
TIK00858,2026-01-21,Rabu,11:35,Kemahasiswaan,Akun/Login,Rendah,WhatsApp,61,3.3,1,Tidak,Sesuai SLA,3
TIK00859,2026-01-21,Rabu,11:40,Program Studi,Sistem Akademik,Sedang,WhatsApp,35,10.3,2,Tidak,Lewat SLA,4
TIK00860,2026-01-21,Rabu,11:45,Laboratorium,Printer,Rendah,Form Online,75,2.7,2,Tidak,Sesuai SLA,5
TIK00861,2026-01-21,Rabu,11:45,Laboratorium,Printer,Sedang,WhatsApp,28,4.7,2,Tidak,Sesuai SLA,5
TIK00862,2026-01-21,Rabu,11:55,Akademik,Sistem Akademik,Tinggi,Email,117,13.1,1,Ya,Lewat SLA,3
TIK00863,2026-01-21,Rabu,11:55,Umum,Sistem Akademik,Sedang,Email,68,12.6,1,Ya,Lewat SLA,3
TIK00864,2026-01-21,Rabu,11:55,Akademik,Sistem Akademik,Rendah,Email,69,10.0,1,Tidak,Sesuai SLA,4
TIK00865,2026-01-21,Rabu,12:00,Akademik,Komputer/Laptop,Rendah,WhatsApp,32,5.2,2,Tidak,Sesuai SLA,4
TIK00866,2026-01-21,Rabu,12:25,Program Studi,Sistem Akademik,Sedang,WhatsApp,35,7.5,1,Tidak,Sesuai SLA,4
TIK00867,2026-01-21,Rabu,12:30,Akademik,Internet/WiFi,Tinggi,WhatsApp,34,8.3,2,Tidak,Lewat SLA,4
TIK00868,2026-01-21,Rabu,12:30,Laboratorium,Internet/WiFi,Rendah,Email,71,8.7,1,Tidak,Sesuai SLA,4
TIK00869,2026-01-21,Rabu,12:50,Keuangan,Printer,Rendah,Datang Langsung,53,2.6,1,Tidak,Sesuai SLA,5
TIK00870,2026-01-21,Rabu,12:50,Kemahasiswaan,Sistem Akademik,Sedang,Datang Langsung,26,8.2,2,Tidak,Sesuai SLA,4
TIK00871,2026-01-21,Rabu,13:05,Keuangan,Akun/Login,Sedang,WhatsApp,24,4.8,1,Tidak,Sesuai SLA,5
TIK00872,2026-01-21,Rabu,14:35,Keuangan,Internet/WiFi,Sedang,Datang Langsung,27,7.5,1,Tidak,Sesuai SLA,5
TIK00873,2026-01-21,Rabu,14:50,Laboratorium,Sistem Akademik,Tinggi,Form Online,37,12.4,1,Tidak,Lewat SLA,3
TIK00874,2026-01-21,Rabu,15:00,Perpustakaan,Printer,Rendah,Email,95,4.3,2,Tidak,Sesuai SLA,4
TIK00875,2026-01-21,Rabu,15:15,Akademik,Komputer/Laptop,Tinggi,WhatsApp,30,6.6,2,Tidak,Lewat SLA,4
TIK00876,2026-01-21,Rabu,17:50,Keuangan,Akun/Login,Sedang,Datang Langsung,53,8.7,1,Ya,Sesuai SLA,4
TIK00877,2026-01-22,Kamis,07:00,Program Studi,Internet/WiFi,Rendah,Email,87,8.0,1,Tidak,Sesuai SLA,3
TIK00878,2026-01-22,Kamis,07:00,Program Studi,Komputer/Laptop,Sedang,WhatsApp,27,5.1,1,Tidak,Sesuai SLA,4
TIK00879,2026-01-22,Kamis,07:35,Akademik,Internet/WiFi,Sedang,Form Online,40,12.3,2,Ya,Lewat SLA,4
TIK00880,2026-01-22,Kamis,07:45,Program Studi,Printer,Rendah,Datang Langsung,26,1.8,1,Tidak,Sesuai SLA,4
TIK00881,2026-01-22,Kamis,08:00,Laboratorium,Internet/WiFi,Tinggi,Email,61,9.0,2,Tidak,Lewat SLA,4
TIK00882,2026-01-22,Kamis,08:00,Program Studi,Akun/Login,Rendah,Datang Langsung,44,1.9,1,Tidak,Sesuai SLA,5
TIK00883,2026-01-22,Kamis,08:10,Keuangan,Akun/Login,Rendah,Form Online,62,2.2,1,Tidak,Sesuai SLA,5
TIK00884,2026-01-22,Kamis,08:15,Akademik,Komputer/Laptop,Rendah,Form Online,58,5.3,1,Tidak,Sesuai SLA,3
TIK00885,2026-01-22,Kamis,08:15,Program Studi,Proyektor,Rendah,Email,78,4.3,2,Tidak,Sesuai SLA,4
TIK00886,2026-01-22,Kamis,08:20,Perpustakaan,Internet/WiFi,Tinggi,Email,67,11.0,2,Ya,Lewat SLA,2
TIK00887,2026-01-22,Kamis,08:40,Perpustakaan,Akun/Login,Sedang,Email,60,4.8,2,Tidak,Sesuai SLA,5
TIK00888,2026-01-22,Kamis,08:45,Umum,Proyektor,Rendah,WhatsApp,42,6.4,1,Tidak,Sesuai SLA,5
